,Date,btc_market_price,btc_total_bitcoins,btc_market_cap,btc_trade_volume,btc_blocks_size,btc_avg_block_size,btc_n_orphaned_blocks,btc_n_transactions_per_block,btc_median_confirmation_time,btc_hash_rate,btc_difficulty,btc_miners_revenue,btc_transaction_fees,btc_cost_per_transaction_percent,btc_cost_per_transaction,btc_n_unique_addresses,btc_n_transactions,btc_n_transactions_total,btc_n_transactions_excluding_popular,btc_n_transactions_excluding_chains_longer_than_100,btc_output_volume,btc_estimated_transaction_volume,btc_estimated_transaction_volume_usd
0,2009-11-10,0.0,1339450.0,0.0,0.0,0.0,0.000215422535211,0.0,1.0,0.0,3.5294291437e-06,1.0,0.0,0.0,0.0,0.0,71.0,71.0,26958.0,71.0,71.0,3550.0,0.0,0.0
1,2009-11-11,0.0,1342900.0,0.0,0.0,0.0,0.000323072463768,0.0,1.0,0.0,3.4300086044400002e-06,1.0,0.0,0.0,19.1666666667,0.0,71.0,78.0,27036.0,78.0,78.0,93450.0,18000.0,0.0
2,2009-11-12,0.0,1346400.0,0.0,0.0,0.0,0.000215357142857,0.0,1.0,0.0,3.4797188740699996e-06,1.0,0.0,0.0,0.0,0.0,70.0,70.0,27106.0,70.0,70.0,3500.0,0.0,0.0
3,2009-11-13,0.0,1349900.0,0.0,0.0,0.0,0.000241728571429,0.0,1.0,0.0,3.4797188740699996e-06,1.0,0.0,0.0,673.076923077,0.0,73.0,73.0,27179.0,73.0,73.0,4100.0,520.0,0.0
4,2009-11-14,0.0,1354050.0,0.0,0.0,0.0,0.00021563855421700002,0.0,1.0,0.0,4.1259523792599994e-06,1.0,0.0,0.0,0.0,0.0,83.0,83.0,27262.0,83.0,83.0,4150.0,0.0,0.0
5,2009-11-15,0.0,1358850.0,0.0,0.0,0.0,0.00021558333333300002,0.0,1.0,0.0,4.7721858844400004e-06,1.0,0.0,0.0,0.0,0.0,96.0,96.0,27358.0,96.0,96.0,4800.0,0.0,0.0
6,2009-11-16,0.0,1363850.0,0.0,0.0,0.0,0.00021569,0.0,1.0,0.0,4.97102696296e-06,1.0,0.0,0.0,0.0,0.0,100.0,100.0,27458.0,100.0,100.0,5000.0,0.0,0.0
7,2009-11-17,0.0,1368400.0,0.0,0.0,0.0,0.000215681318681,0.0,1.0,0.0,4.5236345363e-06,1.0,0.0,0.0,0.0,0.0,91.0,91.0,27549.0,91.0,91.0,4550.0,0.0,0.0
8,2009-11-18,0.0,1372350.0,0.0,0.0,0.0,0.00021554430379700003,0.0,1.0,0.0,3.92711130074e-06,1.0,0.0,0.0,0.0,0.0,79.0,79.0,27628.0,79.0,79.0,3950.0,0.0,0.0
9,2009-11-19,0.0,1376000.0,0.0,0.0,0.0,0.000215342465753,0.0,1.0,0.0,3.62884968296e-06,1.0,0.0,0.0,0.0,0.0,73.0,73.0,27701.0,73.0,73.0,3650.0,0.0,0.0
10,2009-11-20,0.0,1380100.0,0.0,0.0,0.0,0.00035195121951199997,0.0,1.0,0.0,4.0762421096300005e-06,1.0,0.0,0.0,9.24464487035,0.0,84.0,84.0,27785.0,84.0,84.0,48450.0,44350.0,0.0
11,2009-11-21,0.0,1383950.0,0.0,0.0,0.0,0.00021571428571400003,0.0,1.0,0.0,3.8276907614800005e-06,1.0,0.0,0.0,0.0,0.0,77.0,77.0,27862.0,77.0,77.0,3850.0,0.0,0.0
12,2009-11-22,0.0,1388950.0,0.0,0.0,0.0,0.00021569,0.0,1.0,0.0,4.97102696296e-06,1.0,0.0,0.0,0.0,0.0,100.0,100.0,27962.0,100.0,100.0,5000.0,0.0,0.0
13,2009-11-23,0.0,1393750.0,0.0,0.0,0.0,0.000215875,0.0,1.0,0.0,4.7721858844400004e-06,1.0,0.0,0.0,0.0,0.0,96.0,96.0,28058.0,96.0,96.0,4800.0,0.0,0.0
14,2009-11-24,0.0,1398850.0,0.0,0.0,0.0,0.00021560784313699998,0.0,1.0,0.0,5.070447502219999e-06,1.0,0.0,0.0,0.0,0.0,102.0,102.0,28160.0,102.0,102.0,5100.0,0.0,0.0
15,2009-11-25,0.0,1403100.0,0.0,0.0,0.0,0.00021564705882400002,0.0,1.0,0.0,4.22537291852e-06,1.0,0.0,0.0,0.0,0.0,85.0,85.0,28245.0,85.0,85.0,4250.0,0.0,0.0
16,2009-11-26,0.0,1407000.0,0.0,0.0,0.0,0.000215525641026,0.0,1.0,0.0,3.8774010311099995e-06,1.0,0.0,0.0,0.0,0.0,78.0,78.0,28323.0,78.0,78.0,3900.0,0.0,0.0
17,2009-11-27,0.0,1410750.0,0.0,0.0,0.0,0.000215506666667,0.0,1.0,0.0,3.7282702222199996e-06,1.0,0.0,0.0,0.0,0.0,75.0,75.0,28398.0,75.0,75.0,3750.0,0.0,0.0
18,2009-11-28,0.0,1414650.0,0.0,0.0,0.0,0.00021551282051299997,0.0,1.0,0.0,3.8774010311099995e-06,1.0,0.0,0.0,0.0,0.0,78.0,78.0,28476.0,78.0,78.0,3900.0,0.0,0.0
19,2009-11-29,0.0,1417550.0,0.0,0.0,0.0,0.000215637931034,0.0,1.0,0.0,2.88319563852e-06,1.0,0.0,0.0,0.0,0.0,58.0,58.0,28534.0,58.0,58.0,2900.0,0.0,0.0
20,2009-11-30,0.0,1421250.0,0.0,0.0,0.0,0.000215743243243,0.0,1.0,0.0,3.67855995259e-06,1.0,0.0,0.0,0.0,0.0,74.0,74.0,28608.0,74.0,74.0,3700.0,0.0,0.0
21,2009-12-01,0.0,1424550.0,0.0,0.0,0.0,0.00021581818181799997,0.0,1.0,0.0,3.28087779556e-06,1.0,0.0,0.0,0.0,0.0,66.0,66.0,28674.0,66.0,66.0,3300.0,0.0,0.0
22,2009-12-02,0.0,1429450.0,0.0,0.0,0.0,0.000415265306122,0.0,1.0,0.0,4.8716064237e-06,1.0,0.0,0.22,48.9990200196,0.0,100.0,99.0,28773.0,99.0,99.0,14950.0,10000.0,0.0
23,2009-12-03,0.0,1433700.0,0.0,0.0,0.0,0.000215776470588,0.0,1.0,0.0,4.22537291852e-06,1.0,0.0,0.0,0.0,0.0,85.0,85.0,28858.0,85.0,85.0,4250.0,0.0,0.0
24,2009-12-04,0.0,1436150.0,0.0,0.0,0.0,0.000215591836735,0.0,1.0,0.0,2.43580321185e-06,1.0,0.0,0.0,0.0,0.0,49.0,49.0,28907.0,49.0,49.0,2450.0,0.0,0.0
25,2009-12-05,0.0,1438750.0,0.0,0.0,0.0,0.00021521153846200001,0.0,1.0,0.0,2.5849340207400004e-06,1.0,0.0,0.0,0.0,0.0,52.0,52.0,28959.0,52.0,52.0,2600.0,0.0,0.0
26,2009-12-06,0.0,1444000.0,0.0,0.0,0.0,0.00024081904761900002,0.0,1.0,0.0,5.21957831111e-06,1.0,0.0,0.0,527.293727716,0.0,109.0,108.0,29067.0,108.0,108.0,6290.0,996.0,0.0
27,2009-12-07,0.0,1448700.0,0.0,0.0,0.0,0.00021560638297900002,0.0,1.0,0.0,4.67276534519e-06,1.0,0.0,0.0,0.0,0.0,94.0,94.0,29161.0,94.0,94.0,4700.0,0.0,0.0
28,2009-12-08,0.0,1454650.0,0.0,0.0,0.0,0.000245243697479,0.0,1.0,0.0,5.915522085930001e-06,1.0,0.0,0.0,396.66666666699996,0.0,120.0,121.0,29282.0,121.0,121.0,7450.0,1500.0,0.0
29,2009-12-09,0.0,1459350.0,0.0,0.0,0.0,0.00025618085106400004,0.0,1.0,0.0,4.67276534519e-06,1.0,0.0,0.0,223.38403041799998,0.0,104.0,104.0,29386.0,104.0,104.0,6985.0,2104.0,0.0
30,2009-12-10,0.0,1464500.0,0.0,0.0,0.0,0.00022301941747599998,0.0,1.0,0.0,5.12015777185e-06,1.0,0.0,0.0,24523.809523800002,0.0,108.0,106.0,29492.0,106.0,106.0,5220.0,21.0,0.0
31,2009-12-11,0.0,1470750.0,0.0,0.0,0.0,0.00021538400000000002,0.0,1.0,0.0,6.2137837037e-06,1.0,0.0,0.0,0.0,0.0,125.0,125.0,29617.0,125.0,125.0,6250.0,0.0,0.0
32,2009-12-12,0.0,1475800.0,0.0,0.0,0.0,0.000292801980198,0.0,1.0,0.0,5.02073723259e-06,1.0,0.0,0.0,97.1153846154,0.0,102.0,103.0,29720.0,103.0,103.0,10250.0,5200.0,0.0
33,2009-12-13,0.0,1481000.0,0.0,0.0,0.0,0.00021565384615400003,0.0,1.0,0.0,5.169868041480001e-06,1.0,0.0,0.0,0.0,0.0,104.0,104.0,29824.0,104.0,104.0,5200.0,0.0,0.0
34,2009-12-14,0.0,1486400.0,0.0,0.0,0.0,0.000570648148148,0.0,1.0,0.0,5.36870912e-06,1.0,0.0,0.0,16.6170718873,0.0,114.0,113.0,29937.0,113.0,113.0,37945.7,32497.0,0.0
35,2009-12-15,0.0,1492200.0,0.0,0.0,0.0,0.000224017241379,0.0,1.0,0.0,5.76639127704e-06,1.0,0.0,0.0,106.422018349,0.0,117.0,117.0,30054.0,117.0,117.0,11250.0,5450.0,0.0
36,2009-12-16,0.0,1498150.0,0.0,0.0,0.0,0.00023463025210099998,0.0,1.0,0.0,5.915522085930001e-06,1.0,0.0,0.0,699.177438308,0.0,122.0,121.0,30175.0,121.0,121.0,6809.0,851.0,0.0
37,2009-12-17,0.0,1506200.0,0.0,0.0,0.0,0.00022410559006200002,0.0,1.0,0.0,8.003353410369999e-06,1.0,0.0,0.0,4014.96259352,0.0,164.0,163.0,30338.0,163.0,163.0,8300.0,201.0,0.0
38,2009-12-18,0.0,1516200.0,0.0,0.0,0.0,0.000216565,0.0,1.0,0.0,9.94205392593e-06,1.0,0.0,0.0,2000000.0,0.0,202.0,201.0,30539.0,201.0,201.0,10049.5,1.0,0.0
39,2009-12-19,0.0,1527400.0,0.0,0.0,0.0,0.00021653125,0.0,1.0,0.0,1.1135100396999998e-05,1.0,0.0,0.0,22400.0,0.0,225.0,225.0,30764.0,225.0,225.0,11250.0,50.0,0.0
40,2009-12-20,0.0,1536150.0,0.0,0.0,0.0,0.000215948571429,0.0,1.0,0.0,8.69929718519e-06,1.0,0.0,0.0,0.0,0.0,175.0,175.0,30939.0,175.0,175.0,8750.0,0.0,0.0
41,2009-12-21,0.0,1545500.0,0.0,0.0,0.0,0.00021652406417099998,0.0,1.0,0.0,9.29582042074e-06,1.0,0.0,0.0,18700.0,0.0,188.0,188.0,31127.0,188.0,188.0,9400.0,50.0,0.0
42,2009-12-22,0.0,1553100.0,0.0,0.0,0.0,0.000215802631579,0.0,1.0,0.0,7.5559609837e-06,1.0,0.0,0.0,0.0,0.0,152.0,152.0,31279.0,152.0,152.0,7600.0,0.0,0.0
43,2009-12-23,0.0,1561550.0,0.0,0.0,0.0,0.00021563905325399998,0.0,1.0,0.0,8.401035567410001e-06,1.0,0.0,0.0,0.0,0.0,169.0,169.0,31448.0,169.0,169.0,8450.0,0.0,0.0
44,2009-12-24,0.0,1568750.0,0.0,0.0,0.0,0.000215680555556,0.0,1.0,0.0,7.1582788266699995e-06,1.0,0.0,0.0,0.0,0.0,144.0,144.0,31592.0,144.0,144.0,7200.0,0.0,0.0
45,2009-12-25,0.0,1576600.0,0.0,0.0,0.0,0.000217222929936,0.0,1.0,0.0,7.80451233185e-06,1.0,0.0,0.0,1570000.0,0.0,159.0,158.0,31750.0,158.0,158.0,7900.0,1.0,0.0
46,2009-12-26,0.0,1584550.0,0.0,0.0,0.0,0.00021571069182399998,0.0,1.0,0.0,7.903932871110001e-06,1.0,0.0,0.0,0.0,0.0,159.0,159.0,31909.0,159.0,159.0,7950.0,0.0,0.0
47,2009-12-27,0.0,1593000.0,0.0,0.0,0.0,0.00021971597633099998,0.0,1.0,0.0,8.401035567410001e-06,1.0,0.0,0.0,3380.0,0.0,170.0,170.0,32079.0,170.0,170.0,8700.0,250.0,0.0
48,2009-12-28,0.0,1599900.0,0.0,0.0,0.0,0.00021581159420299998,0.0,1.0,0.0,6.8600172088900005e-06,1.0,0.0,0.0,0.0,0.0,138.0,138.0,32217.0,138.0,138.0,6900.0,0.0,0.0
49,2009-12-29,0.0,1608100.0,0.0,0.0,0.0,0.000215658536585,0.0,1.0,0.0,8.152484219260001e-06,1.0,0.0,0.0,0.0,0.0,164.0,164.0,32381.0,164.0,164.0,8200.0,0.0,0.0
50,2009-12-30,0.0,1615900.0,0.0,0.0,0.0,0.00021571153846200003,0.0,1.0,0.0,9.17315174809e-06,1.1828995343100002,0.0,0.0,0.0,0.0,156.0,156.0,32537.0,156.0,156.0,7800.0,0.0,0.0
51,2009-12-31,0.0,1623400.0,0.0,0.0,0.0,0.000215633333333,0.0,1.0,0.0,8.82033821932e-06,1.1828995343100002,0.0,0.0,0.0,0.0,150.0,150.0,32687.0,150.0,150.0,7500.0,0.0,0.0
52,2010-01-01,0.0,1629350.0,0.0,0.0,0.0,0.00021557983193299998,0.0,1.0,0.0,6.99746832066e-06,1.1828995343100002,0.0,0.0,0.0,0.0,119.0,119.0,32806.0,119.0,119.0,5950.0,0.0,0.0
53,2010-01-02,0.0,1635850.0,0.0,0.0,0.0,0.000218084615385,0.0,1.0,0.0,7.64429312341e-06,1.1828995343100002,0.0,0.0,6500.0,0.0,132.0,132.0,32938.0,132.0,132.0,6600.0,100.0,0.0
54,2010-01-03,0.0,1644000.0,0.0,0.0,0.0,0.00021568098159500002,0.0,1.0,0.0,9.58476753166e-06,1.1828995343100002,0.0,0.0,0.0,0.0,163.0,163.0,33101.0,163.0,163.0,8150.0,0.0,0.0
55,2010-01-04,0.0,1653500.0,0.0,0.0,0.0,0.000266563157895,0.0,1.0,0.0,1.11724284111e-05,1.1828995343100002,0.0,0.0,45.7214141296,0.0,193.0,192.0,33293.0,192.0,192.0,30304.35,20778.0,0.0
56,2010-01-05,0.0,1663900.0,0.0,0.0,0.0,0.000215692307692,0.0,1.0,0.0,1.22308689975e-05,1.1828995343100002,0.0,0.0,0.0,0.0,208.0,208.0,33501.0,208.0,208.0,10400.0,0.0,0.0
57,2010-01-06,0.0,1671800.0,0.0,0.0,0.0,0.000215727848101,0.0,1.0,0.0,9.29075625768e-06,1.1828995343100002,0.0,0.0,0.0,0.0,158.0,158.0,33659.0,158.0,158.0,7900.0,0.0,0.0
58,2010-01-07,0.0,1679750.0,0.0,0.0,0.0,0.000215610062893,0.0,1.0,0.0,9.34955851248e-06,1.1828995343100002,0.0,0.0,0.0,0.0,159.0,159.0,33818.0,159.0,159.0,7950.0,0.0,0.0
59,2010-01-08,0.0,1687250.0,0.0,0.0,0.0,0.000215733333333,0.0,1.0,0.0,8.82033821932e-06,1.1828995343100002,0.0,0.0,0.0,0.0,150.0,150.0,33968.0,150.0,150.0,7500.0,0.0,0.0
60,2010-01-09,0.0,1694650.0,0.0,0.0,0.0,0.000215797297297,0.0,1.0,0.0,8.70273370973e-06,1.1828995343100002,0.0,0.0,0.0,0.0,148.0,148.0,34116.0,148.0,148.0,7400.0,0.0,0.0
61,2010-01-10,0.0,1704200.0,0.0,0.0,0.0,0.000215811518325,0.0,1.0,0.0,1.12312306659e-05,1.1828995343100002,0.0,0.0,0.0,0.0,191.0,191.0,34307.0,191.0,191.0,9550.0,0.0,0.0
62,2010-01-11,0.0,1711900.0,0.0,0.0,0.0,0.00021572077922099998,0.0,1.0,0.0,9.0555472385e-06,1.1828995343100002,0.0,0.0,0.0,0.0,154.0,154.0,34461.0,154.0,154.0,7700.0,0.0,0.0
63,2010-01-12,0.0,1720200.0,0.0,0.0,0.0,0.00036546987951800004,0.0,1.0,0.0,1.07692484138e-05,1.30506213159,0.0,0.26,77.2164852544,0.0,169.0,168.0,34629.0,168.0,168.0,19099.88,10749.0,0.0
64,2010-01-13,0.0,1728100.0,0.0,0.0,0.0,0.000218588607595,0.0,1.0,0.0,1.02502484903e-05,1.30506213159,0.0,0.0,131666.666667,0.0,162.0,160.0,34789.0,160.0,160.0,7958.0,6.0,0.0
65,2010-01-14,0.0,1736000.0,0.0,0.0,0.0,0.00021770886075900002,0.0,1.0,0.0,1.02502484903e-05,1.30506213159,0.0,0.0,790000.0,0.0,160.0,159.0,34948.0,159.0,159.0,7905.0,1.0,0.0
66,2010-01-15,0.0,1742800.0,0.0,0.0,0.0,0.00022250735294099998,0.0,1.0,0.0,8.8229987005e-06,1.30506213159,0.0,0.0,1700.0,0.0,137.0,137.0,35085.0,137.0,137.0,7200.0,400.0,0.0
67,2010-01-16,0.0,1749500.0,0.0,0.0,0.0,0.00022020895522400003,0.0,1.0,0.0,8.693248719610001e-06,1.30506213159,0.0,0.0,3337.65069244,0.0,135.0,135.0,35220.0,135.0,135.0,6900.74,201.0,0.0
68,2010-01-17,0.0,1755650.0,0.0,0.0,0.0,0.00022236585365900002,0.0,1.0,0.0,7.97962382471e-06,1.30506213159,0.0,0.0,2450.19920319,0.0,124.0,124.0,35344.0,124.0,124.0,6401.0,251.0,0.0
69,2010-01-18,0.0,1762150.0,0.0,0.0,0.0,0.000215515384615,0.0,1.0,0.0,8.43374875783e-06,1.30506213159,0.0,0.0,0.0,0.0,130.0,130.0,35474.0,130.0,130.0,6500.0,0.0,0.0
70,2010-01-19,0.0,1768100.0,0.0,0.0,0.0,0.00021726050420200002,0.0,1.0,0.0,7.72012386294e-06,1.30506213159,0.0,0.0,25869.565217400002,0.0,121.0,120.0,35594.0,120.0,120.0,6000.0,23.0,0.0
71,2010-01-20,0.0,1775100.0,0.0,0.0,0.0,0.000215507142857,0.0,1.0,0.0,9.08249866228e-06,1.30506213159,0.0,0.0,0.0,0.0,140.0,140.0,35734.0,140.0,140.0,7000.0,0.0,0.0
72,2010-01-21,0.0,1784000.0,0.0,0.0,0.0,0.00023483146067400002,0.0,1.0,0.0,1.15477482992e-05,1.30506213159,0.0,0.0,4238.0952381,0.0,186.0,187.0,35921.0,187.0,187.0,9588.29,210.0,0.0
73,2010-01-22,0.0,1791500.0,0.0,0.0,0.0,0.000219246666667,0.0,1.0,0.0,9.73124856673e-06,1.30506213159,0.0,0.0,3750.0,0.0,151.0,152.0,36073.0,152.0,152.0,7700.0,200.0,0.0
74,2010-01-23,0.0,1799050.0,0.0,0.0,0.0,0.00021711920529799997,0.0,1.0,0.0,9.79612355717e-06,1.30506213159,0.0,0.0,755000.0,0.0,153.0,152.0,36225.0,152.0,152.0,7600.0,1.0,0.0
75,2010-01-24,0.0,1806300.0,0.0,0.0,0.0,0.000219882758621,0.0,1.0,0.0,9.4068736145e-06,1.30506213159,0.0,0.0,13425.925925900001,0.0,148.0,148.0,36373.0,148.0,148.0,7351.0,54.0,0.0
76,2010-01-25,0.0,1816450.0,0.0,0.0,0.0,0.000252694581281,0.0,1.0,0.0,1.35648225052e-05,1.3442249707700002,0.0,0.0,309.923664122,0.0,207.0,207.0,36580.0,207.0,207.0,13450.0,3275.0,0.0
77,2010-01-26,0.0,1826550.0,0.0,0.0,0.0,0.000229594059406,0.0,1.0,0.0,1.34980007195e-05,1.3442249707700002,0.0,0.0,1393.10344828,0.0,208.0,208.0,36788.0,208.0,208.0,10973.0,725.0,0.0
78,2010-01-27,0.0,1835400.0,0.0,0.0,0.0,0.00021848022598900004,0.0,1.0,0.0,1.1827456075999998e-05,1.3442249707700002,0.0,0.0,4425.0,0.0,178.0,178.0,36966.0,178.0,178.0,9050.0,200.0,0.0
79,2010-01-28,0.0,1844050.0,0.0,0.0,0.0,0.000240705202312,0.0,1.0,0.0,1.1560168933e-05,1.3442249707700002,0.0,0.0,467.567567568,0.0,174.0,176.0,37142.0,176.0,176.0,10500.0,1850.0,0.0
80,2010-01-29,0.0,1853700.0,0.0,0.0,0.0,0.000222756476684,0.0,1.0,0.0,1.28966046478e-05,1.3442249707700002,0.0,0.0,1754.54545455,0.0,195.0,195.0,37337.0,195.0,195.0,10200.0,550.0,0.0
81,2010-01-30,0.0,1862700.0,0.0,0.0,0.0,0.00022661111111099995,0.0,1.0,0.0,1.20279214332e-05,1.3442249707700002,0.0,0.0,1125.0,0.0,181.0,183.0,37520.0,183.0,183.0,9800.0,800.0,0.0
82,2010-01-31,0.0,1873000.0,0.0,0.0,0.0,0.00023328640776700002,0.0,1.0,0.0,1.37652878624e-05,1.3442249707700002,0.0,0.0,624.242424242,0.0,210.0,210.0,37730.0,210.0,210.0,11950.0,1650.0,0.0
83,2010-02-01,0.0,1881950.0,0.0,0.0,0.0,0.000244229050279,0.0,1.0,0.0,1.19610996474e-05,1.3442249707700002,0.0,0.0,331.481481481,0.0,188.0,189.0,37919.0,189.0,189.0,12300.0,2700.0,0.0
84,2010-02-02,0.0,1889050.0,0.0,0.0,0.0,0.000215429577465,0.0,1.0,0.0,9.48869357507e-06,1.3442249707700002,0.0,0.0,0.0,0.0,142.0,142.0,38061.0,142.0,142.0,7100.0,0.0,0.0
85,2010-02-03,0.0,1901200.0,0.0,0.0,0.0,0.00022874074074100001,0.0,1.0,0.0,1.62376939348e-05,1.3442249707700002,0.0,0.0,900.0,0.0,244.0,246.0,38307.0,246.0,246.0,13500.0,1350.0,0.0
86,2010-02-04,0.0,1912750.0,0.0,0.0,0.0,0.000221753246753,0.0,1.0,0.0,1.54358325059e-05,1.3442249707700002,0.0,0.0,3299.81143935,0.0,236.0,235.0,38542.0,235.0,235.0,11999.99,350.0,0.0
87,2010-02-05,0.0,1925000.0,0.0,0.0,0.0,0.00034634693877599995,0.0,1.0,0.0,2.21493497279e-05,1.81864853615,0.0,0.0,88.9757259693,0.0,250.0,250.0,38792.0,250.0,250.0,26099.0,13768.0,0.0
88,2010-02-06,0.0,1934550.0,0.0,0.0,0.0,0.00022752356020900002,0.0,1.0,0.0,1.72674522368e-05,1.81864853615,0.0,0.0,734.615384615,0.0,193.0,204.0,38996.0,204.0,204.0,10850.0,1300.0,0.0
89,2010-02-07,0.0,1944900.0,0.0,0.0,0.0,0.000227033816425,0.0,1.0,0.0,1.87139403823e-05,1.81864853615,0.0,0.0,1290.52369077,0.0,212.0,210.0,39206.0,210.0,210.0,11249.0,802.0,0.0
90,2010-02-08,0.0,1955450.0,0.0,0.0,0.0,0.000291331753555,0.0,1.0,0.0,1.90755624187e-05,1.81864853615,0.0,0.0,150.62821245,0.0,221.0,221.0,39427.0,221.0,221.0,17603.0,7004.0,0.0
91,2010-02-09,0.0,1965900.0,0.0,0.0,0.0,0.00021822488038299997,0.0,1.0,0.0,1.88947514005e-05,1.81864853615,0.0,0.0,5225.0,0.0,211.0,211.0,39638.0,211.0,211.0,10650.0,200.0,0.0
92,2010-02-10,0.0,1973850.0,0.0,0.0,0.0,0.0009505408805030001,0.0,1.0,0.0,1.43744759458e-05,1.81864853615,0.0,0.44,15.5882352941,0.0,165.0,166.0,39804.0,166.0,166.0,59000.0,51000.0,0.0
93,2010-02-11,0.0,1982750.0,0.0,0.0,0.0,0.000226578651685,0.0,1.0,0.0,1.60921806186e-05,1.81864853615,0.0,0.0,1112.5,0.0,180.0,181.0,39985.0,181.0,181.0,9700.0,800.0,0.0
94,2010-02-12,0.0,1992100.0,0.0,0.0,0.0,0.000269882352941,0.0,1.0,0.0,1.69058302005e-05,1.81864853615,0.0,0.0,105.949008499,0.0,194.0,193.0,40178.0,193.0,193.0,18200.0,8825.0,0.0
95,2010-02-13,0.0,2003300.0,0.0,0.0,0.0,0.00023878125,0.0,1.0,0.0,2.02508340369e-05,1.81864853615,0.0,0.0,509.322419281,0.0,226.0,227.0,40405.0,227.0,227.0,13399.0,2199.0,0.0
96,2010-02-14,0.0,2013600.0,0.0,0.0,0.0,0.000292961165049,0.0,1.0,0.0,1.86235348732e-05,1.81864853615,0.0,0.0,52.8218401385,0.0,214.0,215.0,40620.0,215.0,215.0,35474.51,19500.0,0.0
97,2010-02-15,0.0,2022850.0,0.0,0.0,0.0,0.000258908108108,0.0,1.0,0.0,2.32460914215e-05,2.52773821507,0.0,0.0,301.758025948,0.0,194.0,194.0,40814.0,194.0,194.0,12450.0,3065.0,0.0
98,2010-02-16,0.0,2031600.0,0.0,0.0,0.0,0.000246914285714,0.0,1.0,0.0,2.19895459393e-05,2.52773821507,0.0,0.0,434.45663129800005,0.0,185.0,182.0,40996.0,182.0,182.0,10899.98,2014.0,0.0
99,2010-02-17,0.0,2043200.0,0.0,0.0,0.0,0.000234775862069,0.0,1.0,0.0,2.91518551881e-05,2.52773821507,0.0,0.0,31.781022181799997,0.0,241.0,244.0,41240.0,244.0,244.0,65173.13,36500.0,0.0
100,2010-02-18,0.0,2054650.0,0.0,0.0,0.0,0.000240912663755,0.0,1.0,0.0,2.87748915434e-05,2.52773821507,0.0,0.0,154.463801509,0.0,234.0,235.0,41475.0,235.0,235.0,18911.74,7413.0,0.0
101,2010-02-19,0.0,2063600.0,0.0,0.0,0.0,0.00022774860335199998,0.0,1.0,0.0,2.24921641322e-05,2.52773821507,0.0,0.0,1278.516635,0.0,185.0,183.0,41658.0,183.0,183.0,9749.98,700.0,0.0
102,2010-02-20,0.0,2074700.0,0.0,0.0,0.0,0.000218369369369,0.0,1.0,0.0,2.78953097058e-05,2.52773821507,0.0,0.0,22186.687987200003,0.0,224.0,224.0,41882.0,224.0,224.0,11150.03,50.0,0.0
103,2010-02-21,0.0,2085400.0,0.0,0.0,0.0,0.000233892523364,0.0,1.0,0.0,2.6890073320000003e-05,2.52773821507,0.0,0.0,689.179875948,0.0,218.0,218.0,42100.0,218.0,218.0,12266.83,1553.0,0.0
104,2010-02-22,0.0,2098150.0,0.0,0.0,0.0,0.00038396078431399995,0.0,1.0,0.0,3.20419097972e-05,2.52773821507,0.0,0.0,65.214055547,0.0,262.0,261.0,42361.0,261.0,261.0,32350.0,19551.0,0.0
105,2010-02-23,0.0,2110700.0,0.0,0.0,0.0,0.000216334661355,0.0,1.0,0.0,3.15392916043e-05,2.52773821507,0.0,0.0,25100.0,0.0,252.0,252.0,42613.0,252.0,252.0,12600.0,50.0,0.0
106,2010-02-24,0.0,2120200.0,0.0,0.0,0.0,0.000281721052632,0.0,1.0,0.0,3.57130536259e-05,3.7811792520300003,0.0,0.0,179.24528301900003,0.0,195.0,196.0,42809.0,196.0,196.0,14800.0,5300.0,0.0
107,2010-02-25,0.0,2127600.0,0.0,0.0,0.0,0.00022690540540499997,0.0,1.0,0.0,2.78185891402e-05,3.7811792520300003,0.0,0.0,1057.14285714,0.0,150.0,150.0,42959.0,150.0,150.0,8100.0,700.0,0.0
108,2010-02-26,0.0,2136100.0,0.0,0.0,0.0,0.000318676470588,0.0,1.0,0.0,3.19537848232e-05,3.7811792520300003,0.0,0.0,64.582059104,0.0,176.0,176.0,43135.0,176.0,176.0,29349.0,13162.0,0.0
109,2010-02-27,0.0,2144750.0,0.0,0.0,0.0,0.00022341618497100001,0.0,1.0,0.0,3.25176751436e-05,3.7811792520300003,0.0,0.0,1922.22222222,0.0,176.0,176.0,43311.0,176.0,176.0,9101.0,450.0,0.0
110,2010-02-28,0.0,2152850.0,0.0,0.0,0.0,0.000291450617284,0.0,1.0,0.0,3.04500773021e-05,3.7811792520300003,0.0,0.0,154.285714286,0.0,165.0,165.0,43476.0,165.0,165.0,13399.0,5250.0,0.0
111,2010-03-01,0.0,2162150.0,0.0,0.0,0.0,0.00022822580645200005,0.0,1.0,0.0,3.49611998654e-05,3.7811792520300003,0.0,0.0,930.0,0.0,187.0,187.0,43663.0,187.0,187.0,10300.0,1000.0,0.0
112,2010-03-02,0.0,2171950.0,0.0,0.0,0.0,0.000248005102041,0.0,1.0,0.0,3.68408342668e-05,3.7811792520300003,0.0,0.0,376.92307692300005,0.0,203.0,204.0,43867.0,204.0,204.0,12400.0,2600.0,0.0
113,2010-03-03,0.0,2179350.0,0.0,0.0,0.0,0.00022012837837799998,0.0,1.0,0.0,2.78185891402e-05,3.7811792520300003,0.0,0.0,2960.0,0.0,150.0,151.0,44018.0,151.0,151.0,7650.0,250.0,0.0
