,Date,Open_snp,High_snp,Low_snp,Close_snp,Volume_snp,Name_snp
67,2012-11-19,89.25,89.7,88.77,89.57,2688753.0,MMM
68,2012-11-20,89.08,89.68,88.4,89.02,2035039.0,MMM
69,2012-11-21,89.08,89.15,88.66,88.94,2011213.0,MMM
70,2012-11-23,89.29,90.33,89.15,90.28,1101101.0,MMM
71,2012-11-26,89.54,90.25,89.54,90.09,1910556.0,MMM
72,2012-11-27,90.19,90.96,90.12,90.31,2504126.0,MMM
73,2012-11-28,90.1,91.0,89.48,90.93,2426175.0,MMM
74,2012-11-29,91.35,91.97,90.51,90.65,2363932.0,MMM
75,2012-11-30,90.68,91.19,90.49,90.95,2285523.0,MMM
76,2012-12-03,91.41,91.68,90.12,90.3,1929335.0,MMM
77,2012-12-04,90.31,90.69,90.0,90.12,1969707.0,MMM
78,2012-12-05,90.3,91.2,89.6,90.76,2996936.0,MMM
79,2012-12-06,90.8,91.09,90.31,90.95,2027626.0,MMM
80,2012-12-07,91.24,91.67,90.68,91.51,2476371.0,MMM
81,2012-12-10,91.37,92.48,91.35,91.87,2847681.0,MMM
82,2012-12-11,92.65,93.9,92.5,93.68,3821863.0,MMM
83,2012-12-12,93.72,94.0,92.52,93.12,4064892.0,MMM
84,2012-12-13,92.95,93.45,92.16,92.5,2621381.0,MMM
85,2012-12-14,92.0,92.58,92.0,92.28,2708921.0,MMM
